Espécie,Zona de produção,Capitania,Data da colheita,Toxinas Lipofílicas
Berbigão,FAR2,Faro,06/04/2015,36.0
Ostra-portuguesa,VT1,Tavira-VRSA,06/04/2015,28.0
Mexilhão,FUZ1,Olhão,06/04/2015,27.0
Mexilhão,OLH4,Olhão,06/04/2015,23.0
Mexilhão,OLH2,Olhão,06/04/2015,38.0
Berbigão,OLH5,Olhão,06/04/2015,21.0
Mexilhão,OLH3,Olhão,06/04/2015,26.0
Berbigão,RIAV1,Aveiro,06/04/2015,25.3
Mexilhão,RIAV2,Aveiro,06/04/2015,61.0
Mexilhão,RIAV4,Aveiro,06/04/2015,35.0
Berbigão,RIAV2,Aveiro,06/04/2015,25.3
Mexilhão,RIAV1,Aveiro,06/04/2015,33.0
Berbigão,RIAV3,Aveiro,06/04/2015,27.0
Mexilhão,L3,Aveiro,06/04/2015,55.0
Mexilhão,L7c,Lagos,06/04/2015,42.0
Mexilhão,L5,Peniche,07/04/2015,26.0
Mexilhão,LOB,Peniche,07/04/2015,25.3
Berbigão,LOB,Peniche,07/04/2015,27.0
Berbigão,ESD1,Setúbal,07/04/2015,25.3
Conquilha,L6,Setúbal,07/04/2015,25.3
Mexilhão,L6,Setúbal,07/04/2015,25.3
A. Japonesa,ESD2,Setúbal,07/04/2015,25.3
Mexilhão,L7a,Lagos,07/04/2015,28.0
Mexilhão,L7c,Lagos,07/04/2015,30.0
Mexilhão,POR2,Portimão,07/04/2015,55.0
Mexilhão,ELM,V. Castelo,07/04/2015,67.0
Mexilhão,LAG,Lagos,07/04/2015,75.0
Mexilhão,L2,Douro,07/04/2015,70.0
Mexilhão,L1,Caminha,07/04/2015,70.0
A. Asiática,EMI,Caminha,07/04/2015,25.3
Mexilhão,ETJ,Lisboa,08/04/2015,25.3
Berbigão,EMN2,Fig. Foz,07/04/2015,25.3
Mexilhão,L5,Lisboa,08/04/2015,25.3
A. Branca,L2,Douro,08/04/2015,25.3
A. Branca,L3,Aveiro,10/04/2015,25.3
Mexilhão,LAL,Setúbal,13/04/2015,45.0
Berbigão,OLH1,Olhão,13/04/2015,98.0
Mexilhão,OLH4,Olhão,13/04/2015,323.0
Ostra-portuguesa,VT1,Tavira-VRSA,13/04/2015,52.0
Conquilha,L8,Olhão,13/04/2015,372.0
Mexilhão,L8,Olhão,13/04/2015,226.0
Pé-de-burrinho,L8,Olhão,13/04/2015,32.0
Mexilhão,FUZ1,Olhão,13/04/2015,337.0
Mexilhão,OLH2,Olhão,13/04/2015,123.0
Berbigão,OLH5,Olhão,13/04/2015,158.0
Mexilhão,OLH3,Olhão,13/04/2015,248.0
A. Boa,RIAV1,Aveiro,13/04/2015,25.3
A. Japonesa,RIAV1,Aveiro,13/04/2015,25.3
Longueirão,RIAV1,Aveiro,13/04/2015,25.3
Berbigão,RIAV2,Aveiro,13/04/2015,34.0
Berbigão,RIAV1,Aveiro,13/04/2015,21.0
Mexilhão,RIAV1,Aveiro,13/04/2015,52.0
Mexilhão,RIAV4,Aveiro,13/04/2015,28.0
Mexilhão,RIAV2,Aveiro,13/04/2015,65.0
Mexilhão,L3,Aveiro,13/04/2015,118.0
Mexilhão,LOB,Peniche,14/04/2015,25.0
Berbigão,LOB,Peniche,14/04/2015,33.0
Ameijola,L6,Setúbal,14/04/2015,25.3
A. Japonesa,ESD2,Setúbal,14/04/2015,25.3
A. Macha,RIAV2,Aveiro,14/04/2015,96.0
Mexilhão,POR2,Portimão,14/04/2015,149.0
A. Boa,RIAV2,Aveiro,14/04/2015,23.0
Mexilhão,L7c,Lagos,14/04/2015,217.0
A. Japonesa,RIAV2,Aveiro,14/04/2015,25.3
Mexilhão,LAG,Lagos,14/04/2015,74.0
Mexilhão,TAV2,Tavira,13/04/2015,248.0
Ostra-portuguesa,RIAV2,Aveiro,14/04/2015,25.3
Ostra-portuguesa,TAV2,Tavira,13/04/2015,69.0
A. Japonesa,ETJ,Lisboa,15/04/2015,18.0
Berbigão,TAV2,Tavira,13/04/2015,74.0
Berbigão,EMN2,Fig. Foz,14/04/2015,22.0
Mexilhão,ELM,V. Castelo,14/04/2015,90.0
Mexilhão,L2,Douro,14/04/2015,85.0
Mexilhão,L1,Caminha,13/04/2015,113.0
Lambujinha,ESD1,Setúbal,15/04/2015,25.3
Ostra-portuguesa,ESD1,Setúbal,15/04/2015,25.3
Mexilhão,FAR1,Faro,15/04/2015,45.0
Berbigão,FAR2,Faro,15/04/2015,75.0
Ostra-portuguesa,L8,Olhão,15/04/2015,66.0
A. Branca,L2,Douro,16/04/2015,25.3
Mexilhão,L5,Lisboa,17/04/2015,71.0
Mexilhão,ETJ,Lisboa,17/04/2015,25.3
Mexilhão,L7c,Lagos,16/04/2015,320.0
Mexilhão,LAL,Setúbal,20/04/2015,32.0
Castanhola,L2,Douro,16/04/2015,33.0
Pé-de-burrinho,L2,Douro,16/04/2015,33.0
A. Relógio,L2,Douro,16/04/2015,25.3
Tellina,L2,Douro,16/04/2015,35.0
Mexilhão,L8,Olhão,20/04/2015,135.0
Mexilhão,OLH2,Olhão,20/04/2015,225.0
Ostra-portuguesa,VT1,Tavira-VRSA,20/04/2015,61.0
Mexilhão,OLH5,Olhão,20/04/2015,116.0
Mexilhão,OLH4,Olhão,20/04/2015,155.0
Conquilha,L8,Olhão,20/04/2015,271.0
Berbigão,OLH3,Olhão,20/04/2015,197.0
Berbigão,OLH1,Olhão,20/04/2015,199.0
Mexilhão,OLH3,Olhão,20/04/2015,173.0
Berbigão,OLH5,Olhão,20/04/2015,97.0
Pé-de-burrinho,L9,VRSA,20/04/2015,80.0
Berbigão,FUZ1,Olhão,20/04/2015,194.0
Mexilhão,FUZ1,Olhão,20/04/2015,162.0
Berbigão,OLH4,Olhão,20/04/2015,222.0
A. Boa,OLH5,Olhão,20/04/2015,53.0
A. Boa,OLH3,Olhão,20/04/2015,64.0
Ostra-portuguesa,OLH4,Olhão,20/04/2015,34.0
Ostra-portuguesa,OLH5,Olhão,20/04/2015,29.0
A. Boa,FUZ1,Olhão,20/04/2015,79.0
Ostra-portuguesa,FUZ1,Olhão,20/04/2015,33.0
Ostra-portuguesa,L8,Olhão,20/04/2015,45.0
A. Boa,OLH4,Olhão,20/04/2015,82.0
Pé-de-burrinho,L7c,Portimão,20/04/2015,64.0
A. Branca,L7c,Portimão,20/04/2015,93.0
A. Branca,L8,Olhão,20/04/2015,130.0
Longueirão,RIAV2,Aveiro,20/04/2015,157.0
Mexilhão,RIAV2,Aveiro,20/04/2015,186.0
Berbigão,RIAV1,Aveiro,20/04/2015,121.0
Mexilhão,RIAV1,Aveiro,20/04/2015,319.0
Mexilhão,RIAV4,Aveiro,20/04/2015,121.0
Berbigão,RIAV4,Aveiro,21/04/2015,251.0
Mexilhão,LOB,Peniche,21/04/2015,36.0
Berbigão,RIAV2,Aveiro,20/04/2015,366.0
Mexilhão,L6,Setúbal,21/04/2015,49.0
Mexilhão,L7c,Lagos,21/04/2015,192.0
Mexilhão,LAG,Lagos,21/04/2015,159.0
Mexilhão,POR2,Portimão,21/04/2015,102.0
Berbigão,ESD1,Setúbal,21/04/2015,25.3
Berbigão,LOB,Peniche,21/04/2015,25.3
Berbigão,RIAV3,Aveiro,21/04/2015,464.0
Berbigão,EMN2,Fig. Foz,21/04/2015,94.0
A. Japonesa,ESD2,Setúbal,21/04/2015,25.3
Mexilhão,L7a,Lagos,21/04/2015,207.0
Mexilhão,L1,Caminha,21/04/2015,850.0
Mexilhão,L2,Douro,20/04/2015,850.0
A. Asiática,EMI,Caminha,21/04/2015,25.3
A. Branca,L2,Douro,21/04/2015,56.0
Mexilhão,ELM,V. Castelo,21/04/2015,850.0
A. Branca,L1,Caminha,21/04/2015,79.0
Mexilhão,L3,Aveiro,20/04/2015,850.0
A. Boa,RIAV3,Aveiro,21/04/2015,220.0
A. Japonesa,RIAV3,Aveiro,21/04/2015,33.0
A. Macha,RIAV3,Aveiro,21/04/2015,415.0
Mexilhão,L5,Peniche,21/04/2015,48.0
Mexilhão,L5,Lisboa,22/04/2015,55.0
Mexilhão,ETJ,Lisboa,22/04/2015,27.0
A. Japonesa,ETJ,Lisboa,21/04/2015,25.3
Mexilhão,EMR,Sines,22/04/2015,94.0
Ostra-portuguesa,EMR,Sines,22/04/2015,25.3
A. Boa,TAV2,Tavira,22/04/2015,65.0
Conquilha,L9,VRSA,22/04/2015,113.0
Mexilhão,TAV2,Tavira,22/04/2015,111.0
Mexilhão,FAR1,Faro,22/04/2015,79.0
Berbigão,FAR2,Faro,22/04/2015,242.0
Mexilhão,L7c,Lagos,23/04/2015,190.0
Mexilhão,LAL,Setúbal,27/04/2015,32.0
A. Japonesa,ETJ,Lisboa,27/04/2015,27.0
Mexilhão,L5,Lisboa,27/04/2015,85.0
Mexilhão,ETJ,Lisboa,27/04/2015,29.0
A. Branca,L3,Aveiro,23/04/2015,47.0
A. Branca,L1,Caminha,27/04/2015,166.0
Mexilhão,OLH4,Olhão,27/04/2015,87.0
Mexilhão,L8,Olhão,27/04/2015,156.0
Mexilhão,L2,Douro,27/04/2015,758.0
Berbigão,OLH1,Olhão,27/04/2015,17.0
Mexilhão,OLH3,Olhão,27/04/2015,62.0
Conquilha,L9,VRSA,27/04/2015,100.0
Berbigão,OLH5,Olhão,27/04/2015,32.0
Mexilhão,FUZ1,Olhão,27/04/2015,51.0
Ostra-portuguesa,VT1,Tavira-VRSA,27/04/2015,40.0
A. Boa,OLH1,Olhão,27/04/2015,133.0
Berbigão,LOB,Peniche,27/04/2015,51.0
Mexilhão,LOB,Peniche,27/04/2015,81.0
Berbigão,OLH3,Olhão,27/04/2015,51.0
Berbigão,FUZ1,Olhão,27/04/2015,42.0
Longueirão,OLH5,Olhão,27/04/2015,254.0
A. Branca,L9,VRSA,27/04/2015,93.0
A. Boa,OLH4,Olhão,27/04/2015,62.0
Berbigão,OLH4,Olhão,27/04/2015,40.0
Ostra-portuguesa,OLH3,Olhão,27/04/2015,51.0
Ostra-portuguesa,OLH1,Olhão,27/04/2015,43.0
Mexilhão,OLH1,Olhão,27/04/2015,164.0
A. Japonesa,RIAV2,Aveiro,27/04/2015,135.0
A. Macha,RIAV2,Aveiro,27/04/2015,341.0
A. Boa,RIAV2,Aveiro,27/04/2015,174.0
Ostra-portuguesa,RIAV2,Aveiro,27/04/2015,38.0
Mexilhão,RIAV2,Aveiro,27/04/2015,199.0
Mexilhão,RIAV4,Aveiro,27/04/2015,126.0
Mexilhão,RIAV1,Aveiro,27/04/2015,250.0
Berbigão,EMN1,Fig. Foz,27/04/2015,37.0
Berbigão,RIAV2,Aveiro,27/04/2015,110.0
Berbigão,EMN2,Fig. Foz,27/04/2015,72.0
Berbigão,ESD1,Setúbal,28/04/2015,25.3
A. Boa,LAG,Lagos,28/04/2015,56.0
Ostra-portuguesa,LAG,Lagos,28/04/2015,38.0
Berbigão,LAG,Lagos,28/04/2015,41.0
Mexilhão,TAV2,Tavira,27/04/2015,95.0
Mexilhão,L7c,Lagos,28/04/2015,274.0
Mexilhão,POR2,Portimão,28/04/2015,101.0
Mexilhão,LAG,Lagos,28/04/2015,116.0
Mexilhão,ELM,V. Castelo,28/04/2015,850.0
Mexilhão,L1,Caminha,28/04/2015,850.0
A. Macha,RIAV1,Aveiro,28/04/2015,165.0
A. Japonesa,RIAV1,Aveiro,28/04/2015,40.0
A. Boa,RIAV1,Aveiro,28/04/2015,90.0
Berbigão,RIAV1,Aveiro,28/04/2015,25.3
Ostra-portuguesa,RIAV4,Aveiro,28/04/2015,68.0
Ostra-portuguesa,RIAV3,Aveiro,28/04/2015,51.0
Mexilhão,L7c,Lagos,29/04/2015,124.0
A. Boa,OLH2,Olhão,28/04/2015,51.0
A. Boa,FAR2,Faro,29/04/2015,44.0
Berbigão,OLH2,Olhão,28/04/2015,111.0
Mexilhão,FAR2,Faro,29/04/2015,85.0
Mexilhão,OLH2,Olhão,28/04/2015,76.0
Conquilha,L8,Olhão,28/04/2015,460.0
Berbigão,FAR2,Faro,29/04/2015,104.0
Ostra-portuguesa,FAR2,Faro,29/04/2015,94.0
Ostra-portuguesa,OLH2,Olhão,28/04/2015,44.0
Mexilhão,LAL,Setúbal,04/05/2015,25.3
A. Branca,L3,Aveiro,04/05/2015,93.0
Mexilhão,L2,Douro,04/05/2015,613.0
Berbigão,OLH4,Olhão,04/05/2015,88.0
Longueirão,OLH5,Olhão,04/05/2015,72.0
Mexilhão,OLH1,Olhão,04/05/2015,69.0
Mexilhão,OLH4,Olhão,04/05/2015,77.0
Mexilhão,OLH3,Olhão,04/05/2015,49.0
Berbigão,FUZ1,Olhão,04/05/2015,78.0
Berbigão,OLH1,Olhão,04/05/2015,89.0
Mexilhão,L8,Olhão,04/05/2015,260.0
Conquilha,L9,VRSA,04/05/2015,41.0
Mexilhão,OLH2,Olhão,04/05/2015,44.0
Mexilhão,TAV2,Tavira,04/05/2015,71.0
Mexilhão,FUZ1,Olhão,04/05/2015,73.0
Ostra-portuguesa,VT1,Tavira-VRSA,04/05/2015,25.3
Longueirão,L6,Setúbal,05/05/2015,25.3
Ameijola,L6,Setúbal,05/05/2015,25.3
Conquilha,L6,Setúbal,05/05/2015,138.0
Mexilhão,RIAV1,Aveiro,04/05/2015,117.0
A. Boa,RIAV2,Aveiro,04/05/2015,94.0
A. Branca,L6,Setúbal,05/05/2015,98.0
A. Boa,RIAV3,Aveiro,04/05/2015,39.0
A. Macha,RIAV2,Aveiro,04/05/2015,96.0
A. Macha,RIAV3,Aveiro,04/05/2015,89.0
Berbigão,RIAV2,Aveiro,04/05/2015,41.0
Berbigão,RIAV3,Aveiro,04/05/2015,46.0
Mexilhão,RIAV2,Aveiro,04/05/2015,139.0
Mexilhão,L3,Aveiro,04/05/2015,397.0
Mexilhão,RIAV4,Aveiro,04/05/2015,72.0
Mexilhão,L6,Setúbal,05/05/2015,57.0
A. Japonesa,ESD2,Setúbal,05/05/2015,25.3
Mexilhão,L7a,Lagos,05/05/2015,47.0
Mexilhão,LAG,Lagos,05/05/2015,61.0
Mexilhão,POR2,Portimão,05/05/2015,32.0
Mexilhão,L7c,Lagos,05/05/2015,80.0
Mexilhão,L1,Caminha,05/05/2015,850.0
A. Asiática,EMI,Caminha,05/05/2015,25.3
Mexilhão,ELM,V. Castelo,05/05/2015,850.0
Mexilhão,L5,Lisboa,06/05/2015,505.0
Mexilhão,ETJ,Lisboa,06/05/2015,48.0
Berbigão,EMN2,Fig. Foz,05/05/2015,874.0
Berbigão,RIAV1,Aveiro,05/05/2015,67.0
Berbigão,EMN1,Fig. Foz,05/05/2015,538.0
Mexilhão,LOB,Peniche,06/05/2015,58.0
Berbigão,LOB,Peniche,06/05/2015,32.0
Mexilhão,L5,Peniche,06/05/2015,125.0
Berbigão,FAR2,Faro,06/05/2015,83.0
Mexilhão,FAR1,Faro,06/05/2015,86.0
Conquilha,L8,Olhão,06/05/2015,439.0
Mexilhão,L7c,Lagos,06/05/2015,64.0
A. Branca,L3,Aveiro,06/05/2015,92.0
Berbigão,OLH3,Olhão,06/05/2015,94.0
A. Branca,L1,Caminha,06/05/2015,90.0
A. Branca,L2,Douro,06/05/2015,77.0
Longueirão,FAR2,Faro,06/05/2015,100.0
Ostra-portuguesa,L8,Olhão,06/05/2015,40.0
Mexilhão,LAL,Setúbal,11/05/2015,30.0
Mexilhão,ETJ,Lisboa,11/05/2015,95.0
Mexilhão,L5,Lisboa,11/05/2015,658.0
Mexilhão,L7c,Lagos,11/05/2015,71.0
Mexilhão,L8,Olhão,11/05/2015,166.0
Mexilhão,FUZ1,Olhão,11/05/2015,154.0
Mexilhão,OLH4,Olhão,11/05/2015,129.0
Ostra-portuguesa,VT1,Tavira-VRSA,10/05/2015,31.0
Mexilhão,OLH1,Olhão,11/05/2015,169.0
Ostra-portuguesa,L8,Olhão,11/05/2015,36.0
Mexilhão,OLH2,Olhão,11/05/2015,72.0
Longueirão,OLH3,Olhão,11/05/2015,71.0
Longueirão,OLH5,Olhão,11/05/2015,63.0
Mexilhão,OLH3,Olhão,11/05/2015,152.0
Berbigão,OLH5,Olhão,11/05/2015,37.0
Berbigão,OLH1,Olhão,11/05/2015,59.0
Longueirão,RIAV1,Aveiro,11/05/2015,556.0
Mexilhão,RIAV2,Aveiro,11/05/2015,775.0
Berbigão,RIAV1,Aveiro,11/05/2015,69.0
Mexilhão,L3,Aveiro,11/05/2015,850.0
Berbigão,RIAV4,Aveiro,11/05/2015,141.0
A. Boa,RIAV3,Aveiro,11/05/2015,60.0
A. Macha,RIAV1,Aveiro,11/05/2015,850.0
A. Macha,RIAV3,Aveiro,11/05/2015,850.0
Longueirão,RIAV2,Aveiro,11/05/2015,432.0
A. Macha,RIAV2,Aveiro,11/05/2015,850.0
A. Boa,RIAV2,Aveiro,11/05/2015,84.0
Berbigão,RIAV2,Aveiro,11/05/2015,551.0
Mexilhão,RIAV1,Aveiro,11/05/2015,850.0
Mexilhão,LOB,Peniche,12/05/2015,45.0
Berbigão,LOB,Peniche,12/05/2015,25.0
Conquilha,L6,Setúbal,12/05/2015,215.0
Pé-de-burrinho,L6,Setúbal,12/05/2015,59.0
Mexilhão,TAV2,Tavira,12/05/2015,76.0
Mexilhão,ELM,V. Castelo,12/05/2015,791.0
Mexilhão,L1,Caminha,12/05/2015,631.0
A. Branca,L2,Douro,12/05/2015,40.0
Mexilhão,L2,Douro,12/05/2015,394.0
Lambujinha,ESD1,Setúbal,13/05/2015,25.3
Ostra-portuguesa,ESD1,Setúbal,13/05/2015,25.3
A. Branca,L1,V. Castelo,13/05/2015,46.0
Conquilha,L9,VRSA,13/05/2015,140.0
Conquilha,L8,Olhão,13/05/2015,183.0
Berbigão,FAR2,Faro,13/05/2015,27.0
Mexilhão,LAG,Lagos,12/05/2015,43.0
Mexilhão,POR2,Portimão,13/05/2015,37.0
Mexilhão,FAR1,Faro,13/05/2015,42.0
Mexilhão,RIAV4,Aveiro,13/05/2015,147.0
Lambujinha,EMN2,Fig. Foz,13/05/2015,31.0
Berbigão,EMN1,Fig. Foz,13/05/2015,183.0
Berbigão,EMN2,Fig. Foz,13/05/2015,850.0
A. Branca,L3,Aveiro,14/05/2015,99.0
Mexilhão,ETJ,Lisboa,18/05/2015,88.0
Mexilhão,L5,Lisboa,18/05/2015,667.0
Mexilhão,LAL,Setúbal,18/05/2015,25.3
Mexilhão,OLH2,Olhão,18/05/2015,46.0
Conquilha,L8,Olhão,18/05/2015,178.0
Mexilhão,OLH3,Olhão,18/05/2015,121.0
Conquilha,L9,VRSA,18/05/2015,212.0
Berbigão,OLH5,Olhão,18/05/2015,28.0
Mexilhão,OLH1,Olhão,18/05/2015,126.0
Berbigão,OLH1,Olhão,18/05/2015,35.0
Mexilhão,OLH4,Olhão,18/05/2015,128.0
Mexilhão,FUZ1,Olhão,18/05/2015,119.0
Mexilhão,TAV2,Tavira,18/05/2015,104.0
A. Boa,RIAV1,Aveiro,18/05/2015,66.0
A. Japonesa,RIAV1,Aveiro,18/05/2015,88.0
Longueirão,RIAV1,Aveiro,18/05/2015,226.0
Berbigão,RIAV2,Aveiro,18/05/2015,124.0
Longueirão,RIAV4,Aveiro,18/05/2015,36.0
Longueirão,RIAV2,Aveiro,18/05/2015,119.0
Mexilhão,RIAV2,Aveiro,18/05/2015,284.0
Berbigão,RIAV4,Aveiro,18/05/2015,33.0
Mexilhão,L3,Aveiro,18/05/2015,850.0
Berbigão,RIAV1,Aveiro,18/05/2015,93.0
Mexilhão,RIAV1,Aveiro,18/05/2015,505.0
Mexilhão,RIAV4,Aveiro,18/05/2015,78.0
Ostra-portuguesa,VT1,Tavira-VRSA,18/05/2015,16.0
Ostra-portuguesa,RIAV3,Aveiro,18/05/2015,25.3
Mexilhão,LOB,Peniche,19/05/2015,25.0
Mexilhão,L7c,Lagos,18/05/2015,40.0
Mexilhão,L2,Douro,18/05/2015,349.0
A. Japonesa,ETJ,Lisboa,18/05/2015,25.3
Berbigão,LOB,Peniche,19/05/2015,20.0
Mexilhão,L6,Setúbal,19/05/2015,61.0
A. Japonesa,ESD2,Setúbal,19/05/2015,25.3
Mexilhão,POR2,Portimão,19/05/2015,22.0
Mexilhão,L8,Olhão,17/05/2015,235.0
Mexilhão,LAG,Lagos,19/05/2015,37.0
Mexilhão,L7a,Lagos,19/05/2015,56.0
Mexilhão,L7c,Lagos,19/05/2015,53.0
Berbigão,EMN2,Fig. Foz,19/05/2015,189.0
Berbigão,EMN1,Fig. Foz,19/05/2015,96.0
A. Japonesa,RIAV2,Aveiro,19/05/2015,50.0
A. Macha,RIAV2,Aveiro,19/05/2015,89.0
A. Boa,RIAV2,Aveiro,19/05/2015,81.0
Ostra-portuguesa,RIAV2,Aveiro,19/05/2015,36.0
Mexilhão,EMR,Sines,19/05/2015,63.0
Mexilhão,ELM,V. Castelo,20/05/2015,721.0
A. Asiática,EMI,Caminha,20/05/2015,25.3
Berbigão,FAR2,Faro,20/05/2015,37.0
Mexilhão,FAR1,Faro,20/05/2015,53.0
Mexilhão,L1,Caminha,20/05/2015,396.0
A. Branca,L1,V. Castelo,21/05/2015,35.0
A. Branca,L2,Douro,21/05/2015,35.0
Mexilhão,LAL,Setúbal,25/05/2015,25.3
A. Japonesa,ETJ,Lisboa,25/05/2015,32.0
Mexilhão,L7c,Lagos,25/05/2015,88.0
Mexilhão,L5,Lisboa,25/05/2015,339.0
Mexilhão,ETJ,Lisboa,25/05/2015,106.0
Conquilha,L8,Olhão,25/05/2015,255.0
Conquilha,L9,VRSA,25/05/2015,162.0
Mexilhão,OLH3,Olhão,25/05/2015,133.0
Berbigão,OLH5,Olhão,25/05/2015,40.0
Mexilhão,OLH1,Olhão,25/05/2015,125.0
Mexilhão,OLH4,Olhão,25/05/2015,124.0
Mexilhão,FUZ1,Olhão,25/05/2015,112.0
Berbigão,OLH1,Olhão,25/05/2015,34.0
Mexilhão,L8,Olhão,25/05/2015,178.0
Mexilhão,TAV2,Tavira,25/05/2015,82.0
Mexilhão,OLH2,Olhão,25/05/2015,133.0
A. Macha,RIAV2,Aveiro,25/05/2015,35.0
Longueirão,RIAV1,Aveiro,25/05/2015,42.0
Berbigão,RIAV1,Aveiro,25/05/2015,28.0
Longueirão,RIAV3,Aveiro,25/05/2015,42.0
A. Macha,RIAV1,Aveiro,25/05/2015,25.0
Longueirão,RIAV2,Aveiro,25/05/2015,43.0
A. Japonesa,RIAV3,Aveiro,25/05/2015,31.0
Mexilhão,RIAV2,Aveiro,25/05/2015,125.0
A. Boa,RIAV3,Aveiro,25/05/2015,31.0
Mexilhão,RIAV1,Aveiro,25/05/2015,180.0
Berbigão,RIAV2,Aveiro,25/05/2015,22.0
Berbigão,RIAV3,Aveiro,25/05/2015,19.0
Mexilhão,RIAV4,Aveiro,25/05/2015,51.0
Mexilhão,LOB,Peniche,25/05/2015,25.3
Mexilhão,POR2,Portimão,26/05/2015,20.0
Berbigão,LOB,Peniche,25/05/2015,17.0
Mexilhão,L7c,Lagos,26/05/2015,60.0
Mexilhão,LAG,Lagos,26/05/2015,41.0
Mexilhão,ELM,V. Castelo,26/05/2015,105.0
Mexilhão,L2,Douro,26/05/2015,217.0
Berbigão,EMN1,Fig. Foz,27/05/2015,21.0
Berbigão,EMN2,Fig. Foz,27/05/2015,26.0
Ostra-portuguesa,RIAV2,Aveiro,25/05/2015,20.0
Ostra-portuguesa,VT1,Tavira-VRSA,25/05/2015,25.3
Mexilhão,L1,Caminha,26/05/2015,193.0
Mexilhão,L3,Aveiro,26/05/2015,708.0
A. Branca,L2,Douro,27/05/2015,39.0
Ostra-portuguesa,ESD1,Setúbal,26/05/2015,25.3
Conquilha,L9,VRSA,27/05/2015,118.0
Berbigão,FAR2,Faro,28/05/2015,37.0
Conquilha,L8,Olhão,27/05/2015,114.0
Berbigão,FAR1,Faro,28/05/2015,117.0
Pé-de-burrinho,L8,Olhão,28/05/2015,31.0
Pé-de-burrinho,L9,VRSA,28/05/2015,25.3
A. Branca,L8,Olhão,28/05/2015,35.0
A. Branca,L9,VRSA,28/05/2015,33.0
Mexilhão,LAL,Setúbal,01/06/2015,25.3
Berbigão,OLH5,Olhão,01/06/2015,45.0
Mexilhão,OLH3,Olhão,01/06/2015,136.0
Conquilha,L7c,Portimão,01/06/2015,510.0
Berbigão,OLH1,Olhão,01/06/2015,94.0
Mexilhão,FUZ1,Olhão,01/06/2015,120.0
Mexilhão,OLH4,Olhão,01/06/2015,74.0
Mexilhão,RIAV2,Aveiro,01/06/2015,96.0
Mexilhão,L8,Olhão,01/06/2015,200.0
Mexilhão,OLH2,Olhão,01/06/2015,188.0
Longueirão,RIAV1,Aveiro,01/06/2015,26.0
Mexilhão,RIAV1,Aveiro,01/06/2015,72.0
Berbigão,RIAV1,Aveiro,01/06/2015,25.3
Mexilhão,RIAV4,Aveiro,01/06/2015,27.0
Berbigão,RIAV2,Aveiro,01/06/2015,25.0
Mexilhão,TAV2,Tavira,01/06/2015,149.0
Mexilhão,L3,Aveiro,01/06/2015,565.0
Conquilha,L9,VRSA,01/06/2015,428.0
Conquilha,L8,Olhão,01/06/2015,536.0
Berbigão,LOB,Peniche,02/06/2015,25.3
Mexilhão,L5,Peniche,02/06/2015,105.0
Mexilhão,LOB,Peniche,02/06/2015,25.3
A. Japonesa,ESD2,Setúbal,02/06/2015,25.3
Mexilhão,L6,Setúbal,02/06/2015,49.0
Ostra-portuguesa,VT1,Tavira-VRSA,01/06/2015,31.0
Mexilhão,LAG,Lagos,02/06/2015,68.0
Mexilhão,L7c,Lagos,02/06/2015,132.0
Mexilhão,POR2,Portimão,02/06/2015,34.0
Mexilhão,L7a,Lagos,02/06/2015,145.0
Mexilhão,L2,Douro,02/06/2015,210.0
Mexilhão,ELM,V. Castelo,02/06/2015,172.0
Mexilhão,L1,Caminha,02/06/2015,130.0
Lambujinha,EMN1,Fig. Foz,02/06/2015,25.3
Mexilhão,ETJ,Lisboa,02/06/2015,90.0
A. Japonesa,RIAV4,Aveiro,02/06/2015,38.0
A. Asiática,EMI,Caminha,02/06/2015,25.3
A. Macha,RIAV3,Aveiro,02/06/2015,40.0
Berbigão,EMN2,Fig. Foz,02/06/2015,35.0
Mexilhão,L5,Lisboa,03/06/2015,720.0
A. Macha,RIAV4,Aveiro,02/06/2015,47.0
A. Boa,RIAV4,Aveiro,02/06/2015,49.0
Berbigão,EMN1,Fig. Foz,02/06/2015,25.3
Berbigão,FAR2,Faro,03/06/2015,86.0
Mexilhão,FAR1,Faro,03/06/2015,56.0
Mexilhão,L2,Douro,03/06/2015,35.0
A. Branca,L1,V. Castelo,03/06/2015,32.0
Conquilha,L5,Lisboa,04/06/2015,871.0
Mexilhão,EMR,Sines,04/06/2015,188.0
Mexilhão,LAL,Setúbal,08/06/2015,122.0
Mexilhão,L5,Lisboa,08/06/2015,384.0
Mexilhão,ETJ,Lisboa,08/06/2015,59.0
Mexilhão,L7c,Lagos,08/06/2015,63.0
Mexilhão,OLH2,Olhão,08/06/2015,213.0
Mexilhão,OLH3,Olhão,08/06/2015,149.0
Mexilhão,L8,Olhão,08/06/2015,153.0
Mexilhão,OLH4,Olhão,08/06/2015,160.0
Mexilhão,FAR1,Faro,08/06/2015,44.0
Mexilhão,TAV2,Tavira,08/06/2015,189.0
Mexilhão,FUZ1,Olhão,08/06/2015,167.0
A. Boa,OLH2,Olhão,08/06/2015,59.0
Mexilhão,L1,Caminha,08/06/2015,119.0
A. Branca,L2,Douro,08/06/2015,25.3
A. Branca,L1,V. Castelo,08/06/2015,26.0
Berbigão,FAR2,Faro,08/06/2015,55.0
Berbigão,OLH1,Olhão,08/06/2015,56.0
Berbigão,OLH5,Olhão,08/06/2015,57.0
A. Macha,RIAV1,Aveiro,08/06/2015,29.0
Berbigão,OLH2,Olhão,08/06/2015,66.0
